np,title,date,appends,subindex_count
http://purl.org/np/RATKvfPRl_biwB4p-35enMzZ-ssqEMWEJLIV2PA8ql-HY,"Nanopublications extracted from WikiPathways, incremental dataset, 20171010",2017-12-18T09:35:22.449+01:00,,3
http://purl.org/np/RAOPQkxpfN6Q0x1c9rPG4YE1qQpra823ANMdl9Cw3P4Cc,Nanopubs covering pathwayParticipation extracted from WikiPathways version 20171010,2017-12-18T09:35:22.166+01:00,http://purl.org/np/RAU7rnABtf3yXLgL79HaRxUdYrA8_iwRKqir8O7_brz5s,0
http://purl.org/np/RA8Z6vtMDkJwrfCwXTeCphiZcbtWcqTOVjOOqGEM5m8EY,Nanopubs covering interactions extracted from WikiPathways version 20171010,2017-12-18T09:35:12.002+01:00,http://purl.org/np/RAnhQsIzUWE0tsDKhnOF_lBtgfkGM8HqKdMkVls0cMJ1w,0
http://purl.org/np/RAnlfiUUQO_Maf9bB5dJaMDv59Mp8v2K3jFJNoJyuAP9k,Nanopubs covering complexes extracted from WikiPathways version 20171010,2017-12-18T09:34:54.890+01:00,,0
http://purl.org/np/RAl8UDvys8ZvCQZPiIKuH6vRws9iK79G-imHk2b4ks_BY,"Nanopublications extracted from WikiPathways, incremental dataset, 20170910",2017-12-18T09:32:54.624+01:00,,3
http://purl.org/np/RA0_EvKhRAp4c-nmRDAVnJFHjN66QpxzTEyuCsqN2mTic,Nanopubs covering pathwayParticipation extracted from WikiPathways version 20170910,2017-12-18T09:32:54.339+01:00,http://purl.org/np/RAsqCbvv8JN98don07sRmhGrEfnl-v81YQcQ9IOt_IRA8,0
http://purl.org/np/RAKxH7Q3QEzfFNn0UTBZDXdS2zc4msoOHTKmHJ8uK0Es0,Nanopubs covering interactions extracted from WikiPathways version 20170910,2017-12-18T09:32:43.487+01:00,http://purl.org/np/RA5Fx1PfU3PoOBF0mti1_9PHQveboAjNyyUMgDVouHDiQ,0
http://purl.org/np/RATpzeUn6EUnsbbcjDjykIzMp12L46pryNmKb2fBIeI-A,Nanopubs covering complexes extracted from WikiPathways version 20170910,2017-12-18T09:32:24.671+01:00,,0
http://purl.org/np/RA0MYQBxAkmFTGzOUgmorKF-Z05E_n8snH1X3ZWNjmiEQ,"Nanopublications extracted from WikiPathways, incremental dataset, 20170810",2017-12-18T09:25:21.870+01:00,,3
http://purl.org/np/RA6-Jweu-ZkTqtm1bSfncIJGZnxf_f3CNmeIE9aYa8CjE,Nanopubs covering pathwayParticipation extracted from WikiPathways version 20170810,2017-12-18T09:25:21.600+01:00,http://purl.org/np/RAlPTqzc4-qUTp0ZlNOQl83Jc2wzS9zvjBWAgV3K3TTqc,0
http://purl.org/np/RAGziCxT6VmT0P88oV1fojSV4uGTDN6GRMhWQtYivAm5Q,Nanopubs covering interactions extracted from WikiPathways version 20170810,2017-12-18T09:25:11.039+01:00,http://purl.org/np/RAghpGB5H9KIdENn9Bs6HXgbJ3v_LNEpR6Dyshfuy1V0Q,0
http://purl.org/np/RArhG7E2zajatC9l5YfYJ97yrdvNn2gAJjyJV5G9X4xLA,Nanopubs covering complexes extracted from WikiPathways version 20170810,2017-12-18T09:24:52.194+01:00,,0
http://purl.org/np/RATjW4Rl_8gGY_SdlIYaaRuLiKMBYKtHZ78MoiuHDzwg8,"Nanopublications extracted from WikiPathways, incremental dataset, 20170710",2017-12-18T09:19:18.559+01:00,,3
http://purl.org/np/RAdJFUnFeXykbkij-_0qLhdh7iVnM8_46JQihRmGTeR6E,Nanopubs covering pathwayParticipation extracted from WikiPathways version 20170710,2017-12-18T09:19:18.183+01:00,http://purl.org/np/RAkTj4DTxDHst_JNnlpiMbLKMVcf--X7toaPe_vMmErP4,0
http://purl.org/np/RAmEI2cMCUyH1WTNguP_M7NvsZoHhtosnoE45jj3AwprA,Nanopubs covering interactions extracted from WikiPathways version 20170710,2017-12-18T09:19:10.522+01:00,http://purl.org/np/RAfcif1_aCT1mQsz5o3jp3X764nEZ9ojmxZ0lgp6Rfbaw,0
http://purl.org/np/RAWI1WaLMfpctXfhFSh0rvYrhm_EQ82a1YALToHk3cXqM,Nanopubs covering complexes extracted from WikiPathways version 20170710,2017-12-18T09:18:56.142+01:00,,0
http://purl.org/np/RA-OqlWv038E_6gEuB-7_Q0Z1vg1Riztes6wbO72K4T6Y,"Nanopublications extracted from WikiPathways, incremental dataset, 20170610",2017-12-18T09:09:59.343+01:00,,3
http://purl.org/np/RA9h-sX7g9x_R2sLq8gpyIwgyYpijvp4YIuACWdt3UXbQ,Nanopubs covering pathwayParticipation extracted from WikiPathways version 20170610,2017-12-18T09:09:59.035+01:00,http://purl.org/np/RAzfYrQDqxRvVhoxTDOO810y8U8MkCkRsKQzCAQ-121G8,0
